,time,text,url,title,content
353,Tue Oct 05 15:13:42 +0000 2021,"""Modi Ji, Will You Go To #LakhimpurKheri?"" Priyanka Gandhi, Arrested, Asks 

Read more: https://t.co/MLVs1Di5rG https://t.co/RIZzeiMwh8",https://www.ndtv.com/india-news/priyanka-gandhi-vadra-to-ndtv-on-arrest-in-up-im-being-held-illegally-2564061,"""ModiJi, Will You Go To Lakhimpur Kheri?"" Priyanka Gandhi, Arrested, Asks","Priyanka Gandhi Vadra said today she had been ""illegally held"" by the Uttar Pradesh government for over 24 hours and targeted Prime Minister Narendra Modi for not acting against a Union Minister whose son is accused of running over farmers at a protest in Lakhimpur Kheri on Sunday. ""Why is the opposition arrested without any order and a man who has committed such a horrendous crime... he is not arrested? PM Modi, arrest him, not people like us,"" Priyanka Gandhi told NDTV from a government guest house in Sitapur, where she has been detained since early Monday morning. On Tuesday, Uttar Pradesh officers said a case had been registered against Priyanka Gandhi and others ""related to preventive detention for breach of peace"". But sources close to the Congress leader said she had not been served any order and not shown an FIR either. She was also reportedly not allowed to meet her counsel who had waited ""at the gate"" of the detention centre since morning. According to a list on social media, 11 people have been named in the FIR. The Congress says eight of them were not even present at the time and one man had just brought Priyanka Gandhi's clothes from Lucknow. Earlier today, Priyanka Gandhi said she was ready to stay ""15 days, 20 days, six months or even six years..."" in detention. The Congress leader questioned PM Modi's visit to Lucknow for an event linked to the Independence Day anniversary - ""Azadi ka Amrit Mahotsav"". ""Modi-ji is celebrating Azadi (freedom). Who gave us freedom? The farmers gave us freedom. What moral authority do you have to celebrate in Lucknow and not sack your minister and arrest his son? This government does not have the moral authority to continue if this minister continues,"" Priyanka Gandhi lashed out. ""Modi-ji, will you go to Lakhimpur Kheri?"" On Sunday, farmers at Lakhimpur Kheri - a four-hour drive from Lucknow - were protesting the visit of Union Minister Ajay Kumar Mishra for an event when an SUV in his convoy rammed a group of protesters. Eight people, including four farmers, were killed. Farmers protested with the bodies in glass cases much of yesterday, alleging that the SUV was driven by Union Minister Mishra's son Ashish Mishra. The UP police have filed an FIR against him listing murder charges but he has yet to be arrested. Both the Minister and his son have denied they were present at the spot during the incident. A video, apparently of the incident, has gone viral though its authenticity is not confirmed. Priyanka Gandhi tweeted the video with a question for PM Modi: ""@narendramodi Sir, your government has kept me in custody for the last 28 hours without any order and FIR. This person who crushed the annadata (farmers) has not been arrested yet. Why?"" Speaking to NDTV, Priyanka Gandhi said the first thing she would do when released from detention was to meet with the families of the dead farmers. She was heading to Lakhimpur Kheri for the purpose on Sunday night when she was stopped and arrested in the early hours of Monday. Lashing out at the BJP for calling her a political opportunist, Priyanka Gandhi retorted: ""Each person of this country... each child knows who the biggest political opportunist is. They try to undermine us and our politics, saying it is nothing serious. But I am very serious and I work seriously. I don't sit in a jhoola (swing) with the Chinese President. I don't visit Japan... The PM travels the world and he is the biggest tourist.""   She added: ""I belong to a political party that opposes the government. It is my job to raise issues, to stand for people, and to be the voice of the people. Farmers have been protesting for months on end, it is the farmer's son who is protecting our borders. If every opposition party had not tried to visit Lakhimpur Kheri, would the state government have acted at all?"" Priyanka Gandhi also reacted to the Supreme Court yesterday questioning the farmers' protest continuing even after the farm laws that they are opposing have been challenged in court. ""This country is a democracy and the right to protest is a fundamental right of every citizen in the country.  This right is being destroyed in our country under the BJP government,"" she said."
354,Tue Oct 05 15:12:00 +0000 2021,"Video Of Farmers Run Over Goes Viral, BJP MP Tweets It Too 

Read more: https://t.co/sSmtgcyujH

NDTV's Alok Pandey… https://t.co/QamqOrxycN","https://www.ndtv.com/india-news/viral-video-appears-to-show-farmers-being-run-over-by-suv-in-up-district-2564011 , https://twitter.com/i/web/status/1445406423815528456","Video Of Farmers Run Over Goes Viral, BJP MP Tweets It Too","A video, apparently of an SUV running over slogan-shouting farmers marching in Uttar Pradesh's Lakhimpur Kheri, has surfaced on social media and has even been shared by Varun Gandhi, an MP of the ruling BJP. Eight people, including four farmers, were killed in the incident on Sunday. The video, being shared widely on social media, is yet to be verified by the police. NDTV cannot independently verify its authenticity. It is also not clear from the visuals who is in the driving seat. Earlier today, Congress leader Priyanka Gandhi Vadra tweeted the viral clip with a pointed question for Prime Minister Narendra Modi. ""@narendramodi Sir, your government has kept me in custody for the last 28 hours without any order and FIR. This person who crushed the annadata (farmers) has not been arrested yet. Why?"" tweeted Priyanka Gandhi this morning. In the 25-second video clip, the SUV rams protesters, who fall to the ground, while others scramble to get out of the way. Another vehicle, with sirens blaring, is seen tailing the SUV that hit the farmers. The video matches descriptions given to NDTV on Sunday by farmers at the spot, who said the car suddenly hit them from behind. The make and colour of the lead SUV that hits the farmers also matches other visuals from the site. The farmers have alleged that the protesters were run over by an SUV driven by Union Minister Ajay Kumar Mishra's son Ashish Mishra. Both the Minister and his son have denied even being at the spot. The incident took place when a group of protesting farmers in Tikonia area of Kheri tried to block Mr Mishra and Deputy Chief Minister Keshav Prasad Maurya from visiting. The protesters were upset over a recent speech by Mr Mishra. The farmers claimed the violence broke out after a car in the minister's convoy ran over protesters. Visuals from the area showed arson and vehicles set on fire. A murder case has been filed against the Union minister's son.   Minister Ajay Mishra says he is not aware about any FIR against his son. He has also denied that his son was linked to the violence. ""My son wasn't present at the spot. There were miscreants who attacked workers with sticks and swords. Had my son been there, he wouldn't have come out alive,"" Mr Mishra, the junior Home Minister, was quoted as saying by news agency ANI. ""My son was present at the venue of the (Deputy Chief Minister's) event... all through, I was accompanying the deputy chief minister,"" he said. The government has promised to pay a compensation of ₹ 45 lakh to the families of those who died. The injured will receive a compensation of ₹ 10 lakh. A retired judge will investigate the matter, the state government has said."
355,Tue Oct 05 14:32:27 +0000 2021,RT @ndtvfeed: Engineer Supervising Track Laying Work Shot At In Jharkhand https://t.co/av92GVLjEp https://t.co/EOc0fkCs6w,https://www.ndtv.com/india-news/medininagar-engineer-supervising-track-laying-work-shot-at-in-jharkhand-2564875,Engineer Supervising Track Laying Work Shot At In Jharkhand,"An engineer was shot at by unidentified persons while he was supervising the laying of railway track in Palamu district on Tuesday, a senior police officer said. Two persons on two-wheeler shot at the 34-year-old engineer, Virendra Kumar, in the afternoon. The man, who received a gunshot wound in his left thigh, was admitted to the Husainabad Sub-Divisional Hospital, police official Pujya Prakash said. His condition was stated to be stable, the police officer said. The accused fled the scene after the incident. Police official Chandan Kumar Sinha said, ""We are investigating the matter"". The railway line construction work was stopped after the incident, the official said. A similar incident had taken place in the area recently when shots were fired at employees of the same firm involved in the rail track laying work.   A week ago, four persons were arrested in this connection and remanded to judicial custody. "
356,Tue Oct 05 14:32:25 +0000 2021,"RT @ndtvfeed: ""Priyanka Gandhi Being Kept Illegally"": Ex-Supreme Court Judge To NDTV https://t.co/HygTjh4Iap https://t.co/4Nuclf1YyZ",https://www.ndtv.com/india-news/priyanka-gandhi-being-kept-illegally-ex-supreme-court-judge-to-ndtv-2564873,"""Priyanka Gandhi Being Kept Illegally"": Ex-Supreme Court Judge To NDTV","Former Supreme Court judge Justice (retired) Madan Lokur, slamming the detention of political leaders in Uttar Pradesh, said ""Priyanka Gandhi is being kept illegally"". He also called the Congress leader's arrest without any order as ""unconstitutional"". ""She has been arrested and kept her in a rest house. When you arrest a person that person either has to be kept in police custody in police station or in jail. Now, the rest house has to be declared a jail or a sub-jail which hasn't been done. So, therefore, she has been kept in a place illegally,"" he said. Priyanka Gandhi Vadra said she was ""illegally"" arrested in Uttar Pradesh's Sitapur on Monday when she was on her way to Lakhimpur where eight people, including four farmers, were killed on Sunday. The former judge described the incident at Lakhimpur Kheri, where farmers were allegedly run over by a car driven by the son of a Union minister, as ""horrific"". He also said there should be a detailed enquiry into the incident. ""It's a simple case of murder... And the first thing you do in the case of a murder is to arrest the accused. So, steps should be taken now. 48 hours is a long, long time,"" said Justice Lokur. An SUV in the convoy of Union Minister Ajay Kumar Mishra rammed a group of protesters on Sunday. Eight people, including four farmers, were killed. The farmers have alleged that the SUV was driven by the Union Minister's son Ashish Mishra. An FIR has been filed against him listing murder charges, but he is yet to be arrested. Both father and son have denied their presence at the spot during the incident. ""It's very odd, very strange that these guys are still roaming around free. How come? What's the explanation for this,"" he said on no arrests in the case. Justice Lokur also said the case must be taken by the Supreme Court. ""The Supreme Court has to be alert that fundamental rights, constitutional rights are being brazenly violated,"" he said. Political leaders across party lines have been denied permission to visit the families of those who were killed in the incident. ""Nowadays, Section 144 is being used on the drop of a hat. Somebody has died and someone wants to commiserate with the family, what is wrong with that...It's not reason enough,"" the former judge said.   A case has been filed against Priyanka Gandhi Vadra, Deepender Hooda and Ajay Kumar Lallu in Sitapur under sections related to preventive detention due to apprehension of ""breach of peace"". A delegation of AAP leaders from Punjab on their way to Lakhimpur has also been detained. "
357,Tue Oct 05 14:32:24 +0000 2021,"RT @ndtvfeed: ""Why Priyanka Gandhi In Jail When Minister's Free?"": Sena's Sanjay Raut https://t.co/MQyl7U1XvH https://t.co/Hb5WQrYtcU",https://www.ndtv.com/india-news/why-is-priyanka-gandhi-in-jail-when-ministers-free-asks-senas-sanjay-raut-2564859,"""Why Priyanka Gandhi In Jail When Minister's Free?"" Asks Sena's Sanjay Raut","If the law is equal for everyone in the country, why Priyanka Gandhi Vadra is in jail when the ""minister"" is out free, asked Shiv Sena MP Sanjay Raut as he slammed the UP government over Ms Vadra's arrest. Sanjay Raut met Rahul Gandhi in Delhi earlier today as Congress leaders Priyanka Vadra and Deepender Hooda remain in preventive detention at a guesthouse in Sitapur near Lakhimpur Kheri. The Shiv Sena MP called for a joint opposition against the oppression meted out by the UP government. Prior to the meeting, the Shiv Sena leader told reporters: ""Priyanka Gandhi is arrested so it's necessary to meet Rahul Gandhi. If the law is equal for everyone then why is Priyanka Gandhi is in jail when the minister is roaming free."" Earlier taking to Twitter, Raut had posted ""#LakhimpurKheriViolence has shaken the nation,@priyankagandhi has been arrested UP govt, opposition leaders are being restricted from meeting farmers. There is a need for joint opposition action against oppression by Government in UP. Meeting @RahulGandhi at 4.15 pm today"". Meanwhile, Congress leader Harish Rawat also arrived at Rahul Gandhi's residence. The Uttar Pradesh Police today registered an FIR against Congress general secretary Priyanka Gandhi Varda and 11 others for ""disturbing the peace"" in the state. According to police officer Brijesh Tripathi, a case was filed against 11 persons including Priyanka Gandhi Vadra, Deepender Hooda, and Ajay Kumar Lallu under Section 107/16 of the Indian Penal Code (IPC).   Earlier in the day, Congress leader Priyanka Gandhi Vadra claimed that she has been detained for 28 hours without any order or FIR. As many as eight people died after violence erupted in UP's Lakhimpur Kheri on Sunday."
358,Tue Oct 05 14:32:21 +0000 2021,"RT @ndtvfeed: Pope Expresses ""Great Sorrow"" For Sexual Abuse Victims Of French Clergy https://t.co/6PXpMcAX9Y https://t.co/P9chIy5Jle",https://www.ndtv.com/world-news/pope-francis-expresses-great-sorrow-for-sexual-abuse-victims-of-french-catholic-clergy-2564853,"Pope Expresses ""Great Sorrow"" For Sexual Abuse Victims Of French Clergy","Pope Francis expressed his ""great sorrow"" for the victims of sexual abuse by French Catholic clergy after the publication on Tuesday of a devastating report, a Vatican spokesman said. The spokesman said the pontiff had learned ""with pain"" of the ""appalling"" results of an independent investigation, which found French Catholic clergy had sexually abused some 216,000 minors in the seven decades since 1950 -- and covered it up with a ""veil of silence"". ""His thoughts turn first to the victims, with great sorrow for their wounds and gratitude for their courage in speaking out,"" spokesman Matteo Bruni said in a statement issued in Italian and French. ""They also turn towards the Church in France so that, having become aware of this appalling reality and... it may undertake the path of redemption.""   The pope offered his prayers for all the Church's followers in France, particularly the victims of abuse, so that God grant them comfort, consolation and ""with justice, the miracle of healing"". (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)"
359,Tue Oct 05 14:32:20 +0000 2021,"RT @ndtvfeed: ""Loot"" Exists In Congress DNA: Nirmala Sitharaman https://t.co/o9w6ROG0sX https://t.co/ekUzGoasIk",https://www.ndtv.com/india-news/sitharaman-says-loot-is-in-congress-dna-2564608,"""Loot"" Exists In Congress DNA: Nirmala Sitharaman","Union Finance Minister Nirmala Sitharaman on Tuesday said ""loot"" exists in the DNA of the Congress and this tendency was reflected during its rule as she slammed the Sonia Gandhi-led party for its criticism of the Centre's asset monetisation pipeline scheme. Addressing a press conference at the Chhattisgarh BJP office Kushabhau Thakre Parisar, she said the Narendra Modi government's development principle is based on empowering people and not only offering entitlements to them. ""The matter of loot never goes out of the mind of the Congress because the same thing was prevalent during their time (rule). Loot in the spectrum, mines, water, they are those who have committed loot. ""The word (loot) is so much in their DNA that they can't think of anything else,"" the Union minister said when asked about the Congress claims that the asset monetisation plan was aimed at ""looting"" the nation. In August, Ms Sitharaman had unveiled a National Monetisation Pipeline (NMP) that included unlocking value by involving private companies across infrastructure sectors -- from passenger trains and railway stations to airports, roads and stadiums. She also took a dig at the Congress over the turmoil in its ranks in Chhattisgarh where it is in power and said the party fails to deliver whenever it gets people's blessings in the form of majority in the assembly. ""Despite winning with such a huge majority (in Chhattisgarh in 2018), their MLAs are visiting Delhi and its surprising that the Chief Minister is giving statements that Congress MLAs have returned and there is no change (in leadership). You (Congress) have got blessings from people to serve them. ""Instead of doing that you (CM) are sitting here and praying to god (to save his chair) ... What happened to the government here?"" she said, referring to recent trips of Congress MLAs to Delhi amid speculation of possible change in leadership. The Congress, after getting a majority in polls, focuses on just staying in power, the BJP leader said. ""Whenever the Congress gets people's blessing in the form of a majority, it cannot handle it. Remember when Rajiv Gandhi ji was in power with a majority (at the Centre in 1984-89). ""Was he able to run it for five years? Getting support and blessings is one thing but serving people by keeping focused and governance is another thing. They (Congress) just remains focused on looting by staying in power and people are watching it,"" she added. Highlighting various welfare schemes of the Modi government, Ms Sitharaman said since 2014, its priority has been to rapidly push development agenda. ""We believe in the guiding principle of ''sabka sath, sabka vikas, sabka vishwas and sabka prayas'' ((with all, development for all and with everyone's trust and effort) to take the nation ahead on the path of development. ""This mantra is aimed at benefiting everyone. It is a principle which is based on empowering people by bringing everyone on the path of development,"" she said.   ""We want to empower (citizens) not through ways of offering entitlement. However, it doesn't mean denying relief to those who need it. For this purpose, several other programmes are being run like PM Awas Yojna, Swachh Bharat Abhiyan and others,"" she added. Ms Sitharaman also mentioned about funds allocated to the Chhattisgarh government by the Centre under various schemes. "
360,Tue Oct 05 14:32:18 +0000 2021,"RT @ndtvfeed: Karnataka Chief Minister Focuses On Need To Start ""Tech Schools"" In State https://t.co/msPiu3L8NX https://t.co/TUFDYo1XJV",https://www.ndtv.com/karnataka-news/karnataka-chief-minister-basavaraj-bommai-focuses-on-need-to-start-tech-schools-in-state-2564821,"Karnataka Chief Minister Focuses On Need To Start ""Tech Schools"" In State","Karnataka Chief Minister Basavaraj Bommai on Tuesday underscored the need to start ''tech schools'' in the state to promote technical education. ""There used to be a technology school in Hubballi way back in 1960 itself which was closed later. But, technology schools need to be started considering the fact that perception ability will be more during childhood,"" the Chief Minister said during a video conference after virtually inaugurating 'Innovation and Impact' programme, organised by the Department of Electronics, IT/Bt and S&T under 'Beyond Bengaluru' initiative. Mr Bommai said steps will be taken to promote the growth of innovative industries in Karnataka's Hubballi region. He also insisted on upgrading the Atal Bihari Vajpayee Tinkering Labs. He added that polytechnic colleges will also be upgraded along the lines of 150 Industrial Training Institutes in the state. Speaking on the occasion, Minister for IT/Bt CN Ashwath Narayan said a centre of excellence (CoE) for Artificial Intelligence (AI) and Date Engineering will be set up soon in Karnataka's Hubballi. The National Education Policy (NEP-2020) aspires to ready the students as per the global technological developments, and accordingly, coding will be taught for students at the school level itself.   ""The government has introduced effective policies to promote innovative technologies and the duration of the internship has risen from three weeks to 30 weeks. Students will also be given opportunity to undergo internship in foreign countries,"" the minister explained.
  (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)"
361,Tue Oct 05 14:32:15 +0000 2021,"RT @ndtvfeed: Siddaramaiah Meets Sonia Gandhi, Discusses Karnataka Assembly Bypolls https://t.co/9m21VMsDZU https://t.co/irzieaCZtf",https://www.ndtv.com/karnataka-news/siddaramaiah-meets-sonia-gandhi-in-delhi-discusses-karnataka-assembly-by-elections-2564615,"Siddaramaiah Meets Sonia Gandhi, Discusses Karnataka Assembly By-Elections","Senior Karnataka Congress leader Siddaramaiah met his party president Sonia Gandhi in Delhi on Tuesday and discussed the upcoming by-elections in two assembly constituencies in the state and other party matters. ""I was called for a meeting. I met Sonia Gandhi. By-elections and the Congress party issues were discussed,"" the Leader of Opposition in the state assembly told reporters after the meeting. By-elections to Karnataka's Sindgi and Hangal assembly constituencies are scheduled for October 30. Asked if the party is considering a larger role for him in the national politics, the former Chief Minister said it is ""incorrect"". ""Except for Karnataka politics, no national politics was discussed,"" he said and asserted that his interest lies in state politics. Siddaramaiah said he had earlier denied the post of party general secretary offered to him by former party chief Rahul Gandhi. He also said that he was made a member of the Congress Working Committee but had resigned from that post also. ""So, there is no interest in national politics. I am confined to Karnataka politics,"" he added. The Congress leader also said there was no discussion with the party president on any reshuffle in the party's state unit.   ""It was not discussed with madam (Sonia Gandhi). I have given a list to (Congress general secretary Randeep Singh) Surjewala. He has said he will discuss this issue (reshuffle in state party unit) with me,"" Siddaramaiah added.
  (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)"
362,Tue Oct 05 14:32:14 +0000 2021,RT @ndtvfeed: Punjab Chief Minister Meets Amit Shah In Delhi Over UP Violence https://t.co/lc6tjcOZgu https://t.co/LzNJrF95QJ,https://www.ndtv.com/india-news/charanjit-singh-channi-punjab-chief-minister-meets-amit-shah-in-delhi-over-up-violence-2564804,"""Told Him Won't Tolerate..."": Punjab Chief Minister On Meeting Amit Shah","Punjab Chief Minister Charanjit Singh Channi met Union Home Minister Amit Shah at his home in Delhi on Tuesday to discuss the violence in Uttar Pradesh and the farm laws. ""I met Union Home Minister Amit Shah and urged him to repeal the three farm laws. I also asked him to seal the international border with Punjab to curb trafficking of drugs & weapons,"" Mr Channi said after the meeting. ""I also told him that we'll not tolerate barbaric killings in UP. This system of arresting our leaders should stop. I requested him to open the Kartarpur Corridor at the earliest. He ensured me that government will take a decision very soon,"" he added. Earlier, before leaving for Delhi, the Chief Minister had said in Chandigarh, ""These three farm laws should be repealed at the earliest and incidents like this (Uttar Pradesh's Lakhimpur Kheri) need to be scrapped. I will discuss this issue with Union Home Minister Amit Shah in today's meeting."" As many as eight people were killed in the Lakhimpur Kheri incident on Sunday, said Uttar Pradesh police. Samyukta Kisan Morcha, an umbrella body of several farmer unions, had alleged four farmers lost their lives in the incident. Mr Channi's meeting with the Union Home Minister came a day after he was denied permission to visit Lakhimpur Kheri while his deputy Sukhjinder Singh Randhawa and some Congress MLAs were ""detained"" after they were stopped at the Haryana-UP border. The Punjab Chief Minister urged Prime Minister Narendra Modi to impress upon the UP government for taking firm steps in ensuring justice to the victim families of the Lakhimpur Kheri incident and also reiterated the need to repeal the Centre's three contentious farm laws. He had also met had his first meeting with PM Modi on Friday after becoming Punjab Chief Minister in which he asked the centre to withdraw the three controversial laws, against which thousands of farmers - mostly from Punjab and Haryana - have been protesting for nearly a year.   Eight people were killed on Sunday as violence erupted during a farmers' protest in Lakhimpur Kheri, claiming the lives of both farmers and BJP workers ahead of a visit by UP Deputy Chief Minister Keshav Prasad Maurya. Four of the dead were people in the cars, apparently part of a convoy of BJP workers who had come to welcome the UP minister while the others were protesters."
363,Tue Oct 05 14:32:12 +0000 2021,RT @ndtvfeed: Complete Revocation Of 3 Farm Laws Alone Will Lead To Harmony: MK Stalin https://t.co/yfalHEEYgp https://t.co/URQfPyT0fo,https://www.ndtv.com/india-news/complete-revocation-of-3-farm-laws-alone-will-lead-to-harmony-mk-stalin-2564646,Complete Revocation Of 3 Farm Laws Alone Will Lead To Harmony: MK Stalin,"Tamil Nadu Chief Minister MK Stalin on Tuesday asserted that the complete revocation of the three farm laws brought by the Centre will alone lead to harmony in the country, as he condemned the violence in Uttar Pradesh's Lakhimpur Kheri, in which eight people were killed and demanded a judicial enquiry against those responsible for it. The Chief Minister claimed that there has been violence since the Sunday incident. ""Farmers have been protesting for the last 300 days against the farm legislations and the ongoing events in Uttar Pradesh are the result of the Centre's indifference to the farmers' demands,"" he said. Congress general secretary Priyanka Gandhi, who was on her way to UP's Lakhimpur Kheri to know about the tumultuous situation was detained, as was former Uttar Pradesh Chief Minister and Samajwadi Party chief Akhilesh Yadav for a brief while at his house before being arrested and suddenly released, MK Stalin, also the DMK president, said in a party statement. ""A judicial enquiry should be ordered against those responsible for the violence. The Central government must realise that complete repeal of the three farm laws alone will lead to normalcy and total peace,"" MK Stalin said.   A local journalist was among the eight people killed in the violence that erupted during a farmers' protest at UP's Lakhimpur Kheri. Four of the dead were farmers, allegedly knocked down by vehicles reportedly on their way to welcome Uttar Pradesh Deputy Chief Minister Keshav Prasad Maurya.
  (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)"
364,Tue Oct 05 14:32:10 +0000 2021,RT @ndtvfeed: Mamata Banerjee Should Address Reason Behind Bengal Floods: Dilip Ghosh https://t.co/VfvcCiTWmU https://t.co/rwccKTtghs,https://www.ndtv.com/india-news/mamata-banerjee-should-address-reason-behind-bengal-floods-bjps-dilip-ghosh-2564658,Mamata Banerjee Should Address Reason Behind Bengal Floods: BJP's Dilip Ghosh,"The BJP on Tuesday said that West Bengal Chief Minister Mamata Banerjee should address the reason behind the flooding of vast parts of the state rather than writing to Prime Minister Narendra Modi, top central officials and the neighbouring Jharkhand government. BJP national vice-president Dilip Ghosh told a press meet that the flood situation in vast stretches of East and West Midnapore districts, Hooghly and Howrah has worsened over the years due to the inaction of Trinamool Congress in the past 10 years and the Left Front government previous to it. ""What did Mamata Banerjee do other than blaming the Centre for the floods ? Where did the crores of Rupees sent by Centre and international funding agencies to undertake dredging of canals go? There is poor maintenance by the state irrigation department. ""She only undertakes aerial survey, blames DVC and Centre and writes letters to the PM. Her officials write to their central counterparts, to Jharkhand government. What can the Jharkhand government do in this matter? She should address the reasons for the floods in Bengal,"" Mr Ghosh commented. Ms Banerjee has accused DVC of releasing excess water from its barrages after the heavy rains last week without information during the night. The water discharged by DVC had claimed lives and affected lakhs of people, she said and demanded dredging of the barrages and dams of the Jharkhand government. Mr Ghosh in turn accused Ms Banerjee of taking steps like writing to the prime minister and Jharkhand government only to divert attention from her failures to tackle the annual flooding. Mr Ghosh said he was not opposed to TMC rushing its delegations to other parts of country after an incident of political importance, ""But they (TMC) should remember how they prevent opposition leaders like those from BJP when they head to any place which have witnessed brutal attacks by Trinamool Congress goons. We are not allowed to meet the affected families and Section 144 Cr PC is promulgated to prevent us."" To a question Mr Ghosh said he was personally not in favour of a political party organising Durga Puja. ""I have no issue if some of us in the party are behind any Durg Puja on their own"".   BJP had organised its first Durga Puja in the city in 2020. (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)"
365,Tue Oct 05 14:32:09 +0000 2021,RT @ndtvfeed: No Bail For Olympic Wrestler Sushil Kumar In Chhatrasal Murder Case https://t.co/aiWfXFySdR https://t.co/f5DGO5KA3d,https://www.ndtv.com/india-news/no-bail-for-olympic-wrestler-sushil-kumar-in-chhatrasal-stadium-murder-case-2564715,No Bail For Olympic Wrestler Sushil Kumar In Chhatrasal Stadium Murder Case,"A Delhi court today denied bail to Olympic medallist wrestler Sushil Kumar in the Chhatrasal Stadium murder case. Additional Sessions Judge Shivaji Anand refused to grant relief to Kumar after hearing the arguments of the prosecution and the defence at length. Kumar had sought relief from the court asserting that the police built a false case against him and presented a ""guilty image"" of him.   The 38-year-old wrestler was arrested on May 23 and has been in jail since June 2. Kumar, along with others, allegedly assaulted former junior national wrestling champion Sagar Dhankar and his friends at the stadium in May over an alleged property dispute. Sagar Dhankar died of his injuries."
366,Tue Oct 05 14:32:07 +0000 2021,RT @ndtvfeed: Russian Film Crew Docks At Space Station For First Movie In Orbit https://t.co/madTjl2zz1 https://t.co/KwhNEP4jZt,https://www.ndtv.com/world-news/russian-film-crew-docks-at-international-space-station-for-first-movie-in-orbit-2564794,Russian Film Crew Docks At International Space Station For First Movie In Orbit,"A Russian actress and director on Tuesday arrived at the International Space Station (ISS) in a bid to best the United States and film the first movie in orbit. The Russian crew is set to beat a Hollywood project that was announced last year by ""Mission Impossible"" star Tom Cruise together with NASA and Elon Musk's SpaceX. Actress Yulia Peresild, 37, and film director Klim Shipenko, 38, took off from the Russia-leased Baikonur Cosmodrome in ex-Soviet Kazakhstan as scheduled. But they belatedly docked at the ISS at 1222 GMT after veteran cosmonaut Anton Shkaplerov switched to manual control. ""Welcome to the ISS!"" Russia's space agency Roscosmos said on Twitter. The crew travelled in a Soyuz MS-19 spaceship for a 12-day mission at the ISS to film scenes for ""The Challenge"". The movie's plot, which has been mostly kept under wraps along with its budget, was revealed by Roscosmos to centre around a female surgeon who is dispatched to the ISS to save a cosmonaut. Shkaplerov and two other Russian cosmonauts aboard the ISS are said to have cameo roles in the film. The ISS crew, which also includes a French, a Japanese and three NASA astronauts, will welcome the newcomers when the hatch opens at around 1410 GMT. - 'It was difficult' - ""It was difficult psychologically, physically and emotionally... but I think when we reach our goal all the challenges won't seem so bad,"" Peresild -- who was selected out of 3,000 applicants for the role -- said at a pre-flight press conference on Monday. True to a pre-flight tradition religiously observed by cosmonauts, the crew said that on Sunday they watched the classic Soviet film ""The White Sun of the Desert"". Shipenko and Peresild are expected to return to Earth on October 17 in a capsule with cosmonaut Oleg Novitsky, who has been on the ISS for the past six months. ""Space is where we became pioneers, where despite everything we maintain a fairly confident position,"" Kremlin spokesman Dmitry Peskov told reporters Tuesday. If successful, the mission will add to a long list of firsts for Russia's space industry. The Soviets launched the first satellite Sputnik, and sent the first animal, a dog named Laika, the first man, Yuri Gagarin, and the first woman, Valentina Tereshkova, into orbit. But compared with the Soviet era, modern Russia has struggled to innovate and its space industry is fighting to secure state funding with the Kremlin prioritising military spending. Its space agency is still reliant on Soviet-designed technology and has faced a number of setbacks, including corruption scandals and botched launches. Russia is also falling behind in the global space race, facing tough competition from the United States and China, with Beijing showing growing ambitions in the industry. - Russians 'lost interest' - Roscosmos was also dealt a blow after SpaceX last year successfully delivered astronauts to the ISS, costing Russia its monopoly for journeys to the orbital station. For political analyst Konstantin Kalachev, the space film is a matter of PR and a way to ""distract"" Russians from the ""problems"" that Roscosmos is facing. ""This is supposed to inspire Russians, show how cool we are, but I think Russians have completely lost interest in the space industry,"" Kalachev told AFP. In a bid to spruce up its image and diversify its revenue, Russia's space programme revealed this year that it will be reviving its tourism programme to ferry fee-paying adventurers to the ISS. After a decade-long pause, Russia will send two Japanese tourists -- including billionaire Yusaku Maezawa -- to the ISS in December, capping a year that has been a milestone for amateur space travel. Last month, SpaceX completed the first all-civilian mission to space that took four untrained astronauts on a three-day loop around the Earth's orbit. The trip followed billionaire Richard Branson's several minutes in weightlessness in July, with Amazon founder Jeff Bezos completing a similar mission days later.   Later this month, 90-year-old actor William Shatner, known for his portrayal of Captain Kirk in the Star Trek series, will fly to space on a mission with Bezos's Blue Origin. (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)"
