,time,text,url,retweet_count,favorite_count,title,content
106,Sun Oct 10 15:39:49 +0000 2021,DU Admissions under 2nd cut-off list to begin from Oct 11; check full details here https://t.co/FHV1IEn48H,https://www.republicworld.com/india-news/education/du-admissions-under-2nd-cut-off-list-to-begin-from-oct-11-check-full-details-here.html,3.0,20.0,DU Admissions Under 2nd Cut-off List To Begin From Oct 11; Check Full Details Here,"DU 2nd Cut-Off List: The Delhi University released the 2nd Cut-Off List on October 9, 2021, for students to take admission in various undergraduate courses. The admission procedure under the second cut-off list will start from October 11, 2021. Notably, the second cut-off list recorded a decline in cut-off percentage, a marginal reduction between 0.25 and 1.25 percentage points in various courses. Students who got shortlisted in the DU second cut-off list can apply for admission by visiting the official website using the student's dashboard. Meanwhile, those students who had applied during the first cut-off list will also be allowed to withdraw their admission if they want to take admission in the desired college under DU 2nd cut-off. Candidates can use the direct link and below-given instructions to apply for admission - DU Admission Under 2nd Cut-Off List (CLICK HERE) On the second cut-off list, various colleges have reduced their cut-off percentage. For instance, Deen Dayal Upadhyaya College has kept 98.5% as the cut-off for BSc (Hons) Computer Science. Aryabhatta will take admission with a 98.5% cut-off for BA (Hons) Psychology. Shri Ram College of Commerce has reduced the cut-off percentage for Economics and B Com (Honours) the latest cit-offs are 99.75% and 99.12%, respectively. In the second cut-off list, Sri Guru Tegh Bahadur Khalsa demands a 98.75%."
107,Sun Oct 10 15:16:26 +0000 2021,"World Wrestling Championship: PM Modi lauds Anshu Malik, Sarita Mor on historic win https://t.co/hRQR5KOOq9",https://www.republicworld.com/sports-news/other-sports/world-wrestling-championship-pm-modi-lauds-anshu-malik-sarita-mor-on-historic-win.html,6.0,165.0,"World Wrestling Championship: PM Modi Lauds Anshu Malik, Sarita Mor On Historic Win","Prime Minister Narendra Modi on Sunday, 10 October 2021, hailed wrestlers Anshu Malik & Sarita Mor for their stellar performance at the World Wrestling Championship held in Oslo, Norway. PM Modi took to his Twitter handle and congratulated Anshu Malik for winning bronze and Sarita Mor for winning silver at the World Wrestling Championship. He also extended his best wishes to the wrestlers for the future. Anshu Malik won the silver medal at the World wrestling championships held in Oslo, Norway after showing a valiant effort against the two-time Olympic medallist Helen Maroulis of the USA in the final. Anshu Malik picked up an ankle injury in the quarterfinals and was suffering from an elbow injury before arriving for the competition. But this didn’t stop her from competing as she displayed a great display of grit and determination to win a silver medal.  Haryana's Anshu Malik also created history as she became the first Indian female wrestler to reach the final of the World Championships. The 20-year-old qualified for the gold-medal match after she beat Ukraine's Solomiia Vynnyk 11-0 in the penultimate match of the competition in Oslo. Malik won the match in the 57kg category on basis of technical superiority.  In the Bronze medal match, Sarita Mor outclassed Sweden's Johanna Lindborg to win the bronze medal at World Wrestling Championships. Sarita won the medal in the 59 kg category, where she defeated Johanna by a convincing margin of 8-2. With the victory, the reigning Asian champion became the second Indian woman to win a medal at the recently concluded World Championships. Sarita also became the sixth Indian woman to win a bronze medal at the World Championships. Sarita Mor hails from the Sonepat district of Haryana, which is famous for producing world-class wrestlers for India. Sarita first rose to national prominence when she won the silver medal at the Asian Championships in 2017. The 26-year-old had won the silver medal in the 58 kg category after beating Kyrgyzstan's Aisuluu Tynybekova. "
108,Sun Oct 10 15:12:45 +0000 2021,"Kashmir targeted killings: NIA arrests 4 linked to ISIS, TRF; IED seized during raids https://t.co/YqzuwYholV",https://www.republicworld.com/india-news/general-news/kashmir-targeted-killings-nia-arrests-4-linked-to-isis-trf-ied-seized-during-raids.html,27.0,194.0,"Kashmir Targeted Killings: NIA Arrests 4 Linked To ISIS, TRF; IED Seized During Raids","The National Investigation Agency (NIA) arrested four people on Sunday in connection with a spade of targeted killing of minorities in the Kashmir Valley. The suspects were arrested during NIA raids which started at around 6:30 am across four districts of J&K. Crucial evidence and concealed weapons were recovered from the arrested officials, sources told Republic TV.  The raids were conducted in the districts of Srinagar, Baramulla, Kulgam, and Anantnag. Activists linked to Jamat-E-Islami and Tehreeq-e-Hurriyat and those with terror history are being raided by the agency. While the case has not been officially handed over to the NIA, the officials have started a parallel investigation in the case. The Tanzeem-ul-Islami-ul-Furqan (TIF) cadre and the Islamic State cadre are also on the NIA's radar. The daylight murders of innocent Kashmiris have changed the security scenario in the valley and a new challenge is being posed by the Pakistan proxies for the security agencies. Top officials of the NIA from Delhi, including IG-rank officers as well as the special director of the Intelligence Bureau, are still camping in Kashmir to monitor raids and draw a strategy to crackdown terror in view of the recent events.  Significantly, the Ministry of Home Affairs has taken serious note of the killings and rushed over 100 top officials of the NIA to the valley. Sources told Republic TV that more arrests are expected at a larger magnitude as investigation of civilian killings is of paramount importance for the agencies. As per officials, the group which is carrying out targeted killings in Kashmir consists of around 12 terrorists who have links across the valley. The terrorists have launched four attacks in 36 hours and killed five civilians in Srinagar and Bandipora. "
109,Sun Oct 10 14:57:24 +0000 2021,"Karnataka NEET MDS Counselling 2021 registration to end tomorrow, see details here https://t.co/VfWizhiobx",https://www.republicworld.com/india-news/education/karnataka-neet-mds-counselling-2021-registration-to-end-tomorrow-see-details-here.html,4.0,18.0,"Karnataka NEET MDS Counselling 2021 Registration To End Tomorrow, See Details Here","Karnataka NEET MDS Counselling: The Karnataka Examinations Authority also known as KEA had earlier started Karnataka NEET MDS Counselling 2021 registration. The online registration process for admission to postgraduate dental degree and diploma courses is scheduled to end on Monday, October 11, 2021. All those candidates who have qualified in the National Eligibility cum Entrance Test-MDS, or NEET MDS 2021, can now apply for the Karnataka state quota counselling process. Candidates should make sure to do the same before the deadline that is October 11, 2021. Candidates are hereby informed that they can pay the registration fee by October 12, 2021. The Medical Counselling Committee (MCC) has also started registration for the second round of NEET MDS counselling for the 50% state quota seats. Registration, fee payment, choice filling and locking facilities will be available for candidates till Monday, October 11, 2021. The seat allotment results are scheduled to be published on October 14, 2021. NEET MDS is a national-level entrance exam conducted by the National Board of Examinations in Medical Science (NBEMS) for admission to postgraduate Dental courses. Last year the exam was held on December 16, 2020. The results or scorecards will be announced on December 31, 2020."
110,Sun Oct 10 14:47:00 +0000 2021,Odisha BJP MLA escapes bomb attack after miscreants hurl handmade explosives at MLA's car https://t.co/muNZ6SXydM,https://www.republicworld.com/india-news/politics/odisha-bjp-mla-escapes-bomb-attack-after-miscreants-hurl-handmade-explosives-at-mlas-car.html,21.0,66.0,Odisha BJP MLA Escapes Bomb Attack After Miscreants Hurl Handmade Explosives At MLA's Car,"Odisha BJP leader Mohan Charan Majhi, a tribal MLA from Keonjhar, had narrowly escaped a bomb attack on Sunday, October 10. The Odisha assembly’s opposition chief whip Mohan Charan Majhi’s car was attacked by miscreants who had hurled bombs at him. The Bharatiya Janta Party (BJP), which is in the opposition in the state has alleged that the attack was orchestrated by the members of the ruling Biju Janta Dal (BJD). The police had informed that BJP MLA Mohan Charan Majhi was in Keonjhar district when he was attacked by the miscreants. Two attackers followed the minister's car and overtook his vehicle to hurl handmade bombs at him. Majhi escaped the attack and was not injured in the incident, but his vehicle was partially damaged, a senior police officer informed PTI.  A First Information Report (FIR) has been lodged in the case and the police are investigating the matter to arrest the miscreants. After the attack, Majhi tried to get hold of the perpetrators, but they managed to flee the scene.  According to the officer, the attack took place near Mandua, within the Keonjhar Town Police Station bounds, when the saffron party's MLA was coming home after attending a labour union meeting. Majhi had filed an FIR alleging that two handmade bombs were thrown at his vehicle by motorcycle-riding criminals. The legislator and his security officer pursued the offenders, but they escaped, the officer informed. Meanwhile, BJP members blocked the National Highway-49 between Raipur, Chhattishgarh, and Kolkata, West Bengal, seeking the arrest of those responsible for the attack. The police had announced that an investigation into the bomb attack attempt on the BJP politician had been launched. In January this year, Odisha Congress president Niranjan Patnaik was also attacked by a gang of miscreants near Kashipur, within the Keonjhar Town Police Station's jurisdiction."
111,Sun Oct 10 14:33:11 +0000 2021,"As Varun Gandhi tweets again on Lakhimpur, Cong asks 'Why not quit anti-farmers BJP?' https://t.co/LdsUHkTdBi",https://www.republicworld.com/india-news/politics/as-varun-gandhi-tweets-again-on-lakhimpur-cong-asks-why-not-quit-anti-farmers-bjp.html,4.0,32.0,"As Varun Gandhi Tweets Again On Lakhimpur, Cong Asks 'Why Not Quit Anti-farmers BJP?'","After Bharatiya Janata Party's Varun Gandhi once again tweeted on Lakhimpur violence, Congress on Sunday asked the Member of the Parliament as to why he doesn't quit the BJP. Taking to his official Twitter handle, Congress National Co-ordinator Vinay Kumar Dokania challenged Varun Gandhi to quit the 'anti-farmers' party' if  the MP feels so strongly about the farmers, and went on to ask 'What is stopping you?'  Bharatiya Janata Party's Varun Gandhi on Sunday asserted that an attempt is being made to give a communal colour to the Lakhimpur violence. Taking to his official Twitter handle, the Member of the Parliament said that a 'Hindus Vs Sikhs' narrative is being made, and added that it was not only false but also immoral. The tweet was a veiled attack on Union Minister Ajay Mishra, whose son Ashish Mishra has been accused of mowing down protesting farmers at the incident site, killing 4 farmers. He is currently in judicial custody.  Earlier, Ajay Mishra, in a bid to defend his son Ashish had said “There is clear video evidence of the convoy, with sirens blaring, driving into the farmers and killing them."" The Minister has gone so far as to accuse those injured and killed as being 'outsiders' and claimed the involvement of 'Khalistani' elements to defend himself and his relatives.  In reference to the same, Varun Gandhi tweeted, ""It is dangerous to create these fault-lines and reopen wounds that have taken a generation to heal."" The BJP MP added, ""We must not put petty political gains above national unity."" Earlier, sharing a video from the Lakhimpur violence, Varun Gandhi had said that the events were 'crystal clear'. Underlining that protestors cannot be silenced with murder, the MP had said, ""There has to be accountability for the innocent blood of farmers that has been spilled and justice must be delivered before a message of arrogance and cruelty enters the minds of every farmer."" It is pertinent to mention here that Varun Gandhi was dropped from the BJP national executive on Thursday, October 7. Speaking on the same, he said, ""I have not attended a single meeting of the national executive in five years."" Meanwhile, arrested by the Uttar Pradesh SIT in the Lakhimpur-Kheri violence incident on Saturday, Ashish Mishra has been sent to judicial remand till October 11. Son of Union Minister Ajay Mishra, Ashish was named in the FIR filed right after the incident, and was accused of murder. Thereafter, summons were sent by the SIT team which he kept avoiding until Saturday. On Saturday, he finally appeared before the SIT, and after the interrogation, he was officially put under arrest. He was produced before the court on Sunday, which remanded him to 14-day judicial custody. "
112,Sun Oct 10 14:06:06 +0000 2021,US: Man wrongly convicted of rape &amp; murder; sues police after serving 37 years in prison/ https://t.co/DNZFysvYHs,https://www.republicworld.com/world-news/us-news/us-man-wrongly-convicted-of-rape-and-murder-sues-police-after-serving-37-years-in-prison.html,15.0,88.0,US: Man Wrongly Convicted Of Rape & Murder; Sues Police After Serving 37 Years In Prison,"A Florida man who has been acquitted of a 1983 rape and murder case is now claiming for a wrongful conviction based on a disproven bite mark. After long-shelved and untested DNA evidence from a rape kit proved him clear of wrongdoing, 56-year-old Robert DuBoise was released from prison in August 2020. The evidence demonstrated that he was not guilty in the rape and murder of 19-year-old Barbara Grams in Tampa, Florida. On August 19, 1983, Grams was raped and beaten to death while walking home from work at a restaurant. No one else has been charged with her assassination. In the city of Tampa, four police officers and a forensic dentist who testified that a bite mark on Grams' cheek was from DuBoise, are named as defendants in the federal complaint filed this week by DuBoise's attorneys. Human Rights Defense Center attorney Daniel Marshall said that the sole physical evidence linking DuBoise to the victim was a falsified bitemark. As per evidence, the victim's wound was not a human bite mark at all. The lawsuit claims that investigators colluded with jailhouse informants to falsely link DuBoise in the murder and acted improperly in the case. DuBoise had never admitted to any offence and maintained his innocence throughout the investigation. When DuBoise was released last year, the chief prosecutor said that the victims and their families are denied justice as a result of wrongful convictions. They are entitled to the truth, not a misleading conclusion based on a fabrication. Furthermore, false convictions endanger public safety by incarcerating an innocent person while allowing the criminal to walk free. Supporters of DuBoise have asked the state Legislature for $1.85 million in compensation, but the claim bill has yet to be passed. When DuBoise was arrested in the murder of Grams, he was just 18 years old. According to the lawsuit, authorities originally focussed on DuBoise after a gas station worker across the street from where Grams' body was discovered, told them that three boys named Robert, Bo and Ray had been making a disturbance in the neighbourhood. Even yet, Grams was killed six months later. DuBoise was originally sentenced to death after being found guilty of Grams' murder. In 1988, his sentence was commuted to life in prison."
113,Sun Oct 10 13:54:25 +0000 2021,Union Bank faces flak for Rs 200 penalty on Navratri dress code violation; withdraws order https://t.co/oeAaP9xADd,https://www.republicworld.com/entertainment-news/whats-viral/union-bank-faces-flak-for-rs-200-penalty-on-navratri-dress-code-violation-withdraws-order.html,7.0,49.0,Union Bank Faces Flak For Rs 200 Penalty On Navratri Dress Code Violation; Withdraws Order,"After the members of the All India Union Bank Employees Federation wrote to the Managing Director and CEO of Union Bank Raj Kiran Rai G, the Digitization department of the Central office of the back withdrew its official instruction that bound all employees to dress up as per a set colour code on all the nine days of Navratri. The employees, who failed to dress up as per the code were to be charged a sum of Rs. 200 as a fine, the official instruction stated.  The official instruction stated, ""On the auspicious occasion of Navratri, all staff members and vendor partners working on-site are requested to follow day-wise colour code"", and listed- "" Yellow will be worn on Thursday, October 7, green on Friday, October 8, Grey on Saturday, October 9, Orange on Sunday, October 10"" and so on and so forth. Below the list, the bank stated that there will be a 'penalty of Rs 200 each for not adhering to the colours'. Thereafter, the members of the All India Union Bank Employees Federation wrote to the Managing Director and CEO of Union Bank Raj Kiran Rai G. In the letter, the members outlined that their apprehensions about AR Raghavendra, General Manager of Digitization Department of the central office taking permission from the CEO as per the set protocols, and said, ""Whether he was granted permission or not, we hereby lodge a strong protest against such wishful and dictatorial action of Raghavendra."" ""Navaratri is a religious festival and that be observed and celebrated privately and not officially in a public sector bank that maintains high esteem towards the secular fabric of our society. Celebration of any festival is a voluntary phenomenon that has no room for any instruction/ coercion far to speak of penalty, "" the members added in the letter, blaming the General manager for misusing power. The members also urged the CEO for fixing accountability on Raghavendra and taking appropriate action against him for using Bank's logo for 'fulfilling his personal desires'. Thereafter, the bank withdrew the order. In a new notification, the bank said, ""This is with reference to letter Digitization: 132:2021 dated 01/10/2021, wherein on the occasion of Navaratri, the Dept has requested to follow color dress code from 7th to 15th (Excluding bank holidays)"". The back added, ""In this regard, we withdraw the above-referred letter with immediate effect.""      "
114,Sun Oct 10 13:48:24 +0000 2021,'Modi govt determined to fight drug menace': BJP chief Nadda amid Mumbai cruise drug bust https://t.co/gopSA747RP,https://www.republicworld.com/india-news/politics/modi-govt-determined-to-fight-drug-menace-bjp-chief-nadda-amid-mumbai-cruise-drug-bust.html,18.0,165.0,'Modi Govt Determined To Fight Drug Menace': BJP Chief Nadda Amid Mumbai Cruise Drug Bust,"Bharatiya Janata Party (BJP) National President JP Nadda, on Sunday, said that the government is committed and determined to bring initiatives to fight the menace of drugs.  The BJP chief's remarks come in the backdrop of multiple drug hauls being busted by the Narcotics Control Bureau, involving several foreign nationals. One of the prominent drug cases under investigation includes the Mundra Port drugs seizure, where 2,988.21 kg of heroin worth Rs 21,000 crore was busted by the NCB on September 13 and the involvement of many foreign nationals came to light. The narcotic drugs were found concealed in an import consignment of 'semi-processed talc stones' that had originated from Afghanistan and arrived from Bandar Abbas Port, Iran. The case is now being probed by the National Investigation Agency, which conducted searches at various locations in different states on Saturday. Meanwhile, on October 3, the NCB busted a high-profile party on a cruise ship that was en route from Mumbai to Goa. The party, allegedly involving celebrities, including actor Shah Rukh Khan's son Aryan Khan, was busted by the NCB after an eight-hour operation. Cocaine, hashish, MD, and other drugs were recovered, and eight people, including Aryan Khan, were detained. In follow-up raids after the big drug bust, the NCB recovered more drugs from the Cordelia cruise ship and detained several others who had arrived from Goa.  Over the course of the next few days, the NCB arrested more people and seized 2.5 grams of ecstasy, 54.3 grams of Mephedrone, a small quantity of Multi strain Cannabis and Marijuana from their possession. Later, a peddler from the Jogeshwari area and a Nigerian national were nabbed. Meanwhile, Aryan Khan, whose bail was denied on Friday, is serving his 14-day judicial custody in Mumbai's Arthur Road jail. "
115,Sun Oct 10 13:26:45 +0000 2021,J&amp;K Congress leader mocks targeted killings in Kashmir; says 'Kids with guns should be heard' https://t.co/YtzIkosSzE,https://www.republicworld.com/india-news/politics/j-and-k-congress-leader-mocks-targeted-killings-in-kashmir-says-kids-with-guns-should-be-hea.html,8.0,32.0,J&K Cong Leader Mocks Targeted Killings In Kashmir; Says 'Kids With Guns Should Be Heard',"In connection with the targeted killings in Jammu and Kashmir, former Congress chief of J&K Saifuddin Soz said on Sunday that the Centre should talk to terrorists who 'want to be heard'. He said this after meeting the family of school principal Supinder Kour in the Alochi Bagh area, who was killed last week.  Since October 2, at least seven people have been killed by terrorists in Kashmir, including four minorities. A female principal and a teacher were shot dead at point-blank range inside a government school in Srinagar. Supinder Kaur, the principal of the Government Boys Higher Secondary School, and Deepak Chand (a teacher) were gunned down in the school premises. Meanwhile, Makhan Lal Bindroo, a prominent Kashmiri Pandit and owner of Srinagar's most famous pharmacy, was shot dead in his shop on Tuesday. A street vendor named Virendra Paswan from Bihar, and another civilian, Mohammad Shafi Lone, were also killed in Srinagar and Bandipora respectively. Last Saturday, terrorists shot dead Majid Ahmad Gojri in Srinagar and Mohammad Shafi Dar at Batmaloo. According to official data, a total of 28 civilians were killed by terrorists so far in 2021. The central government has dispatched a top official of the Intelligence Bureau to Srinagar to coordinate operations against terrorists."
116,Sun Oct 10 13:26:01 +0000 2021,NC suffers dual political jolts in J&amp;K as Devendra Singh Rana &amp; Surjit Singh Slathia quit https://t.co/QwABC1yFkk,https://www.republicworld.com/india-news/politics/nc-suffers-dual-political-jolts-in-j-and-k-as-devendra-singh-rana-and-surjit-singh-slathia-quit.html,7.0,50.0,NC Suffers Dual Political Jolts In J&K As Devendra Singh Rana & Surjit Singh Slathia Quit,"In a major setback for Jammu & Kashmir National Conference, its Hindu Face and Jammu Provincial President Devendra Singh Rana resigned from the party. He was reportedly miffed with the NC leadership's objection to his ""Jammu Declaration"" demand to safeguards the rights of the people of Jammu.  The NC leadership was upset over a parallel declaration to the Gupkar Declaration which is signed to bring back the now abrogated Section 370 and 35A of the Indian Constitution. Rana is likely to join Bharatiya Janata Party (BJP) on Monday in New Delhi. Rama was considered as a close aide to Omar Abdullah and was his political advisor when Omar was chief minister from 2009 to 2014. Reportedly, several NC leaders had visited Rana at his residence in Jammu asking him to reconsider his decision. After Rana's departure, the party has nominated senior leader Advocate Rattan Lal Gupta as Provincial President Jammu till elections for the post are held on October 16, 2021. Another NC leader Surjit Singh Slathia also resigned from the primary membership of the party. In 2014, he had won the Vijaypur constituency. He is also likely to join BJP. ""Dr Farooq Abdullah has received & accepted the resignations of Mr Salathia & Mr Rana. No further action or comment is deemed necessary,"" a National Conference spokesman tweeted. Rana, who represented Nagrota constituency in the past and is the younger brother of Union Minister Jitendra Singh said, ""Now the voice of J&K will come from Jammu which should get its rightful place."" He informed the media that his political philosophy will be based on the proposed 'Jammu Declaration.' Rana had proposed the 'Jammu declaration' earlier this year, a charter to build unity and reinforce trust between diverse communities and divergent regions of Jammu and Kashmir. When asked if his leaving is a big loss for the National Conference, Rana said that the departure of two leaders will not have any impact on NC as it is a 'very big' party. ""I enjoy good relations with both Farooq Abdullah and Omar Abdullah,"" he said. He further said that BJP was the only party that gave a 'big response' to the Jammu declaration."
117,Sun Oct 10 13:22:10 +0000 2021,"UP PCS prelims admit card released, exam on Oct 24; here's direct link to download https://t.co/OfvBa1FKVB",https://www.republicworld.com/india-news/education/up-pcs-prelims-admit-card-released-exam-on-oct-24-heres-direct-link-to-download.html,2.0,20.0,"UP PCS Prelims Admit Card Released, Exam On Oct 24; Here's Direct Link To Download","Uttar Pradesh PCS Prelims: The Uttar Pradesh Public Service Commission (UPPSC) has released the PCS prelims admit card for the examination that is scheduled to be held on October 24, 2021. Candidates who are going to appear in the examination can download the UP PCS 2021 Admit Card by visiting the official website of UPPS - uppsc.up.nic.in/. Notably, this recruitment drive is going to fill as many as 554 seats for PCS, ACF, RFO 2021.  Around 6,91,173 candidates have submitted application forms for 538 posts of PCS and 16 posts of ACF. The UP PCS 2021 exam will be held in two shifts-the morning shift from 9:30 am to 11:30 am and the evening shift from 2:30 pm to 4:30 pm. This year's examination will be held in two sessions at 150 examination centres in Uttar Pradesh. Candidates who want to download the UPPCS Prelims Admit Card can download by following below given steps and using the direct link giver here UPPCS Prelims Admit Card (CLICK HERE) The UPPSC Prelims exam will comprise two papers. Paper 1: General Studies 1 will comprise 150 questions, and Paper 2: General Studies 2 (CSAT) will have 100 questions. Both papers will carry 200 marks each and the exam will be conducted in offline mode. It is recommended to visit the official website of UPPSC for fresh updates and more details."
118,Sun Oct 10 13:13:21 +0000 2021,IIT JAM 2022 registration to end tomorrow; check revised eligibility criteria here https://t.co/NutJlQtid6,https://www.republicworld.com/india-news/education/iit-jam-2022-registration-to-end-tomorrow-check-revised-eligibility-criteria-here.html,2.0,17.0,IIT JAM 2022 Registration To End Tomorrow; Check Revised Eligibility Criteria Here,"IIT JAM 2022 registration update: The registration window of the IIT joint admission test for MSc programmes will be closing soon. The IIT JAM 2022 registration is scheduled to close on Monday, October 11, 2021. Candidates who are interested should make sure to register themselves by 11:59 pm. Candidates are hereby informed that the entire process is designed in such a way that no offline interaction is involved. “No hard copies of documents are to be sent to the Organizing Institute. The required documents are to be uploaded online to the application website only,” the official exam notice reads. It is to be noted that candidates who qualify in JAM 2022 will be eligible to apply for admission to IITs. They can get admission in the academic year 2022-23. Integrated PhD programmes in Physical Sciences, Chemical Sciences, Mathematical Sciences & Biological Sciences at IISc Bangalore. They are free to use the JAM results to shortlist candidates for an interview for the final selection."
119,Sun Oct 10 13:11:12 +0000 2021,"Kashmiri Pandits protest over string of targeted killings in valley, demand security https://t.co/dFHU2lKoMO",https://www.republicworld.com/india-news/general-news/kashmiri-pandits-protest-over-string-of-targeted-killings-in-valley-demand-security.html,20.0,82.0,"Kashmiri Pandits Protest Over String Of Targeted Killings In Valley, Demand Security","Kashmiri Pandits on Sunday took the streets in Jammu in the backdrop of the targeted killings in the valley. Holding the tricolour high, women, youngsters, and people of all levels stood with a clear message, that they won't budge no matter what terrorists may try to instigate in the valley. “The present situation in Kashmir simply indicates over remigration to what happened back in the 1990s. Minorities are being threatened everywhere. The PM packages are being threatened. There is no security for minorities, non-migrant Kashmiri pandits, non-migrant Kashmiri Sikhs, and they are feeling insecure. Non-migrant pandits and Sikhs are not being provided security,” a youngster participating in the protest said. A woman hailing from Srinagar said, “My children in Kashmir are threatened. We are becoming sick. We are broken from inside. My Muslim brothers are also feeling insecure here."" When asked over the steps taken by the Centre over the safety of Kashmiri Pandits, a protestor said, “There have been no steps taken by the government of India. ""If govt was knowing about potential signals of attacks by terrorists, why was the government silent for the last two months?"" he asked demanding security for Kashmiri pandits.  ""For the last 32 years, every government is experimenting on Kashmiri pandits. We are like testing goats in Kashmir but they did not provide us security,"" the protestor said. The Kashmiri Hindu Organisation and several members of the Sikh community held protests at Delhi's Jantar Mantar on Saturday demanding justice for the Srinagar killings. The Vishwa Hindu Parishad also held protests in Jammu seeking action over the multiple deaths reported in the valley over the last week.  Fear grappled over Srinagar after the murders of four innocent civilians at the hands of terrorists. Makhan Lal Bindroo, a Kashmiri Pandit and the owner of a popular and old Srinagar pharmacy was shot dead by Pakistani-backed terrorists in J&K. Within a span of sixty minutes, terrorists shot dead a street vendor from Bihar's Bhagalpur, Virender Paswan. The terrorists then killed two teachers for having saluted India's Tricolour on August 15. In the fourth attack, a civilian identified as Mohd Shafi Lone, a resident of Naidkhai was shot at point-blank.  The Sikh community has demanded the J&K administration look into the matter seriously and provide them safe cover. Several government officials in the valley have called for a strike as part of their agitation. The Gurudwara Praband Committee also expressed grief over the killing of the Sikh school principal and urged the administration to take measures for the security of the minorities. Addressing a press conference on Saturday, the Committee's Secretary Navtej Singh said that if killing minorities was the solution then it was better if they left Kashmir.  On Friday, Jammu Kashmir People's Forum came on the streets in large numbers demanding justice for the civilians who lost their lives and called for action against attackers. The enraged protestors slammed Pakistan for its state-sponsored terrorism in Kashmir.  A Kashmiri Pandit activist participating in the protest said, ""The terrorists across the border are frustrated post abrogation of articles 370 and 35A. They thought that soft targets are Kashmiri Hindus because they think if they target Kashmiri Hindus and Sikhs then they will gain but that is not true. This is new India with new Kashmir and if any more killings happen then we will come out on roads and sit and ensure that no Hindus or Sikhs are targeted again,"" he added. Image: ANI"
120,Sun Oct 10 13:01:05 +0000 2021,"Lakhimpur: Rahul Gandhi slams PM Modi, says 'silent on murder of farmers &amp; BJP workers' https://t.co/2e8ELji4UP",https://www.republicworld.com/india-news/politics/lakhimpur-rahul-gandhi-slams-pm-modi-says-silent-on-murder-of-farmers-and-bjp-workers.html,6.0,40.0,"Lakhimpur: Rahul Gandhi Slams PM Modi, Says 'silent On Murder Of Farmers & BJP Workers'","Amid growing outrage over the Lakhimpur Kheri violence, Congress leader Rahul Gandhi on Sunday questioned the silence of Prime Minister Narendra Modi on the alleged murders of farmers and BJP workers in the incident. He also pointed out that the PM has not commented on issues of rising inflation, the surge in oil prices, and unemployment in the country.  ""PM silent- Rising inflation - oil price, unemployment, farmer and BJP worker murdered, PM violent - Lack of camera and photo ops, true criticism, question on friends,"" tweeted the Wayanad MP. All state and Union Territory chiefs of Congress party will observe a three-hour ‘maun vrat’ on Monday as part of their protest demanding the immediate removal of Union minister Ajay Mishra amid the arrest of his son Ashish Mishra in connection with the Lakhimpur Kheri violence.  Ashish Mishra, the prime accused in the incident was arrested by the Uttar Pradesh SIT on Saturday after a 12-hour interrogation. The BJP leader has been sent to judicial remand till October 11. Ashish Mishra Teni and other BJP workers have been accused of killing four farmers by allegedly shooting them and running over them with his car during protests at a village in Lakhimpur Kheri on October 3. However, BJP claims that farmers resorted to stone-pelting and killed 4 BJP workers with lathis and swords. Earlier Mishra had flatly denied any role in the incident, stating that he was not present at the site. Mishra along with 15-20 unidentified accused have been booked under sections 120B, 147, 148, 149, 279, 302, 304A, and 338 of the IPC. On the other hand, prices of petrol and diesel prices were hiked across the country for the sixth consecutive day on Sunday. As per the Indian Oil Corporation, petrol prices have gone up by 30 paise followed by a hike of 35 paise in diesel prices. Petrol price stands at the highest-ever Rs 104.14 per litre in Delhi, while diesel costs Rs 92.82 per litre. Likewise, petrol prices surged a record high in Mumbai standing at Rs 110.12 per litre and diesel prices at Rs 100.62 per litre. "
121,Sun Oct 10 12:59:29 +0000 2021,UP man returning from Qatar allegedly cheated by 'travel agent'; Investigation underway https://t.co/0ftXZLs4xy,https://www.republicworld.com/india-news/general-news/up-man-returning-from-qatar-allegedly-cheated-by-travel-agent-investigation-underway.html,2.0,24.0,UP Man Returning From Qatar Allegedly Cheated By 'travel Agent'; Investigation Underway,"In a shocking incident, a man from Uttar Pradesh filed a complaint against a travel agency for robbing him. The incident was reported on October 10, 2021, at the Crime Branch of Delhi Police. The complainant was identified as Rakesh Kumar, who claimed that he met the travel agency through a taxi driver. Kumar said that the taxi driver told him about the travel company and only charged a very low fare to drop him off at the airport. Kumar claimed that he was cheated by the Delhi-based travel company, whose owner claimed that he was a government employee. According to news agency ANI, the victim also alleged that the travel agency tried to sell him a ticket that was too costly. Kumar explained that the incident took place when he was returning from Qatar. He said he was cheated by the duo when he was travelling to Uttar Pradesh's Gonda. He said that he was returning to Gonda, his birthplace, after four long years. Shockingly, the travel agent, who claimed to be a government employee, tried to sell him a ticket from Delhi to Gonda for 1000 Riyals (approximately 20,000 in Indian currency). The victim alleged that he was threatened by the travel company owner, who also robbed him of 20,000 rupees. The entire incident was reported to the Delhi Police Crime Branch. Meanwhile, the police are investigating the matter and are soon likely to nab the culprit."
